Date,Price,Date,Open,High,Low,Close price,Vol.,Change %,,Volatility,Daily volatility,,,,,,,,,,,,,,,,,
"Feb 12, 2020"," ₹ 3,379.45 ","Feb 12, 2020"," ₹ 3,370.50 "," ₹ 3,381.47 "," ₹ 3,369.72 "," ₹ 3,379.45 ",-,0.65%,1%,11.75,0.30%,,,,,,,,,,,,,,,,,
"Feb 11, 2020"," ₹ 3,357.75 ","Feb 11, 2020"," ₹ 3,365.87 "," ₹ 3,375.63 "," ₹ 3,352.72 "," ₹ 3,357.75 ",-,0.17%,0%,22.91,0.70%,,,,,,,,,,,,,,,,,
"Feb 10, 2020"," ₹ 3,352.09 ","Feb 10, 2020"," ₹ 3,318.28 "," ₹ 3,352.26 "," ₹ 3,317.77 "," ₹ 3,352.09 ",-,0.73%,1%,34.49,1.00%,,,,,,,,,,,,,,,,,
"Feb 07, 2020"," ₹ 3,327.71 ","Feb 07, 2020"," ₹ 3,335.54 "," ₹ 3,341.42 "," ₹ 3,322.12 "," ₹ 3,327.71 ",-,-0.54%,1%,19.3,0.60%,,,,,,,,,,,,,,,,,
"Feb 06, 2020"," ₹ 3,345.78 ","Feb 06, 2020"," ₹ 3,344.92 "," ₹ 3,347.96 "," ₹ 3,334.39 "," ₹ 3,345.78 ",-,0.33%,0%,13.57,0.40%,,,,,,,,,,,,,,,,,
"Feb 05, 2020"," ₹ 3,334.69 ","Feb 05, 2020"," ₹ 3,324.91 "," ₹ 3,337.58 "," ₹ 3,313.75 "," ₹ 3,334.69 ",-,1.13%,1%,23.83,0.70%,,,,,,,,,,,,,,,,,
"Feb 04, 2020"," ₹ 3,297.59 ","Feb 04, 2020"," ₹ 3,280.61 "," ₹ 3,306.92 "," ₹ 3,280.61 "," ₹ 3,297.59 ",-,1.50%,2%,26.31,0.80%,,,,,,,,,,,,,,,,,
"Feb 03, 2020"," ₹ 3,248.92 ","Feb 03, 2020"," ₹ 3,235.66 "," ₹ 3,268.44 "," ₹ 3,235.66 "," ₹ 3,248.92 ",-,0.73%,1%,32.78,1.00%,,,,,,,,,,,,,,,,,
"Jan 31, 2020"," ₹ 3,225.52 ","Jan 31, 2020"," ₹ 3,282.33 "," ₹ 3,282.33 "," ₹ 3,214.68 "," ₹ 3,225.52 ",-,-1.77%,2%,67.65,2.10%,,,,,,,,,,,,,,,,,
"Jan 30, 2020"," ₹ 3,283.66 ","Jan 30, 2020"," ₹ 3,256.45 "," ₹ 3,285.91 "," ₹ 3,242.80 "," ₹ 3,283.66 ",-,0.31%,0%,43.11,1.30%,,,,,,,,,,,,,,,,,
"Jan 29, 2020"," ₹ 3,273.40 ","Jan 29, 2020"," ₹ 3,289.46 "," ₹ 3,293.47 "," ₹ 3,271.89 "," ₹ 3,273.40 ",-,-0.09%,0%,21.58,0.70%,,,,,,,,,,,,,,,,,
"Jan 28, 2020"," ₹ 3,276.24 ","Jan 28, 2020"," ₹ 3,255.35 "," ₹ 3,285.78 "," ₹ 3,253.22 "," ₹ 3,276.24 ",-,1.01%,1%,32.56,1.00%,,,,,,,,,,,,,,,,,
"Jan 27, 2020"," ₹ 3,243.63 ","Jan 27, 2020"," ₹ 3,247.16 "," ₹ 3,258.85 "," ₹ 3,234.50 "," ₹ 3,243.63 ",-,-1.57%,2%,24.35,0.70%,,,,,,,,,,,,,,,,,
"Jan 24, 2020"," ₹ 3,295.47 ","Jan 24, 2020"," ₹ 3,333.10 "," ₹ 3,333.18 "," ₹ 3,281.53 "," ₹ 3,295.47 ",-,-0.90%,1%,51.65,1.50%,,,,,,,,,,,,,,,,,
"Jan 23, 2020"," ₹ 3,325.54 ","Jan 23, 2020"," ₹ 3,315.77 "," ₹ 3,326.88 "," ₹ 3,301.87 "," ₹ 3,325.54 ",-,0.11%,0%,25.01,0.80%,,,,,,,,,,,,,,,,,
"Jan 22, 2020"," ₹ 3,321.75 ","Jan 22, 2020"," ₹ 3,330.02 "," ₹ 3,337.77 "," ₹ 3,320.04 "," ₹ 3,321.75 ",-,0.03%,0%,17.73,0.50%,,,,,,,,,,,,,,,,,
"Jan 21, 2020"," ₹ 3,320.79 ","Jan 21, 2020"," ₹ 3,321.03 "," ₹ 3,329.79 "," ₹ 3,316.61 "," ₹ 3,320.79 ",-,-0.27%,0%,13.18,0.40%,,,,,,,,,,,,,,,,,
"Jan 17, 2020"," ₹ 3,329.62 ","Jan 17, 2020"," ₹ 3,323.66 "," ₹ 3,329.88 "," ₹ 3,318.86 "," ₹ 3,329.62 ",-,0.39%,0%,11.02,0.30%,,,,,,,,,,,,,,,,,
"Jan 16, 2020"," ₹ 3,316.81 ","Jan 16, 2020"," ₹ 3,302.97 "," ₹ 3,317.11 "," ₹ 3,302.82 "," ₹ 3,316.81 ",-,0.84%,1%,14.29,0.40%,,,,,,,,,,,,,,,,,
"Jan 15, 2020"," ₹ 3,289.29 ","Jan 15, 2020"," ₹ 3,282.27 "," ₹ 3,298.66 "," ₹ 3,280.69 "," ₹ 3,289.29 ",-,0.19%,0%,17.97,0.50%,,,,,,,,,,,,,,,,,
"Jan 14, 2020"," ₹ 3,283.15 ","Jan 14, 2020"," ₹ 3,285.35 "," ₹ 3,294.25 "," ₹ 3,277.19 "," ₹ 3,283.15 ",-,-0.15%,0%,17.06,0.50%,,,,,,,,,,,,,,,,,
"Jan 13, 2020"," ₹ 3,288.13 ","Jan 13, 2020"," ₹ 3,271.13 "," ₹ 3,288.13 "," ₹ 3,268.43 "," ₹ 3,288.13 ",-,0.70%,1%,19.7,0.60%,,,,,,,,,,,,,,,,,
"Jan 10, 2020"," ₹ 3,265.35 ","Jan 10, 2020"," ₹ 3,281.81 "," ₹ 3,282.99 "," ₹ 3,260.86 "," ₹ 3,265.35 ",-,-0.29%,0%,22.13,0.70%,,,,,,,,,,,,,,,,,
"Jan 09, 2020"," ₹ 3,274.70 ","Jan 09, 2020"," ₹ 3,266.03 "," ₹ 3,275.58 "," ₹ 3,263.67 "," ₹ 3,274.70 ",-,0.67%,1%,11.91,0.40%,,,,,,,,,,,,,,,,,
"Jan 08, 2020"," ₹ 3,253.05 ","Jan 08, 2020"," ₹ 3,238.59 "," ₹ 3,267.07 "," ₹ 3,236.67 "," ₹ 3,253.05 ",-,0.49%,0%,30.4,0.90%,,,,,,,,,,,,,,,,,
"Jan 07, 2020"," ₹ 3,237.18 ","Jan 07, 2020"," ₹ 3,241.86 "," ₹ 3,244.91 "," ₹ 3,232.43 "," ₹ 3,237.18 ",-,-0.28%,0%,12.48,0.40%,,,,,,,,,,,,,,,,,
"Jan 06, 2020"," ₹ 3,246.28 ","Jan 06, 2020"," ₹ 3,217.55 "," ₹ 3,246.84 "," ₹ 3,214.64 "," ₹ 3,246.28 ",-,0.35%,0%,32.2,1.00%,,,,,,,,,,,,,,,,,
"Jan 03, 2020"," ₹ 3,234.85 ","Jan 03, 2020"," ₹ 3,226.36 "," ₹ 3,246.15 "," ₹ 3,222.34 "," ₹ 3,234.85 ",-,-0.71%,1%,23.81,0.70%,,,,,,,,,,,,,,,,,
"Jan 02, 2020"," ₹ 3,257.85 ","Jan 02, 2020"," ₹ 3,244.67 "," ₹ 3,258.14 "," ₹ 3,235.53 "," ₹ 3,257.85 ",-,0.84%,1%,22.61,0.70%,,,,,,,,,,,,,,,,,
"Dec 31, 2019"," ₹ 3,230.78 ","Dec 31, 2019"," ₹ 3,215.18 "," ₹ 3,231.72 "," ₹ 3,212.03 "," ₹ 3,230.78 ",-,0.29%,0%,19.69,0.60%,,,,,,,,,,,,,,,,,
"Dec 30, 2019"," ₹ 3,221.29 ","Dec 30, 2019"," ₹ 3,240.09 "," ₹ 3,240.92 "," ₹ 3,216.57 "," ₹ 3,221.29 ",-,-0.58%,1%,24.35,0.80%,,,,,,,,,,,,,,,,,
"Dec 27, 2019"," ₹ 3,240.02 ","Dec 27, 2019"," ₹ 3,247.23 "," ₹ 3,247.93 "," ₹ 3,234.37 "," ₹ 3,240.02 ",-,0.00%,0%,13.56,0.40%,,,,,,,,,,,,,,,,,
"Dec 26, 2019"," ₹ 3,239.91 ","Dec 26, 2019"," ₹ 3,227.20 "," ₹ 3,240.08 "," ₹ 3,227.20 "," ₹ 3,239.91 ",-,0.51%,1%,12.88,0.40%,,,,,,,,,,,,,,,,,
"Dec 24, 2019"," ₹ 3,223.38 ","Dec 24, 2019"," ₹ 3,225.45 "," ₹ 3,226.43 "," ₹ 3,220.51 "," ₹ 3,223.38 ",-,-0.02%,0%,5.92,0.20%,,,,,,,,,,,,,,,,,
"Dec 23, 2019"," ₹ 3,224.01 ","Dec 23, 2019"," ₹ 3,226.05 "," ₹ 3,227.78 "," ₹ 3,222.30 "," ₹ 3,224.01 ",-,0.09%,0%,5.48,0.20%,,,,,,,,,,,,,,,,,
"Dec 20, 2019"," ₹ 3,221.22 ","Dec 20, 2019"," ₹ 3,223.33 "," ₹ 3,225.65 "," ₹ 3,216.03 "," ₹ 3,221.22 ",-,0.49%,0%,9.62,0.30%,,,,,,,,,,,,,,,,,
"Dec 19, 2019"," ₹ 3,205.37 ","Dec 19, 2019"," ₹ 3,192.32 "," ₹ 3,205.48 "," ₹ 3,192.32 "," ₹ 3,205.37 ",-,0.45%,0%,13.16,0.40%,,,,,,,,,,,,,,,,,
"Dec 18, 2019"," ₹ 3,191.14 ","Dec 18, 2019"," ₹ 3,195.21 "," ₹ 3,198.48 "," ₹ 3,191.14 "," ₹ 3,191.14 ",-,-0.04%,0%,7.34,0.20%,,,,,,,,,,,,,,,,,
"Dec 17, 2019"," ₹ 3,192.52 ","Dec 17, 2019"," ₹ 3,195.40 "," ₹ 3,198.22 "," ₹ 3,191.03 "," ₹ 3,192.52 ",-,0.03%,0%,7.19,0.20%,,,,,,,,,,,,,,,,,
"Dec 16, 2019"," ₹ 3,191.45 ","Dec 16, 2019"," ₹ 3,183.63 "," ₹ 3,197.71 "," ₹ 3,183.63 "," ₹ 3,191.45 ",-,0.71%,1%,14.08,0.40%,,,,,,,,,,,,,,,,,
"Dec 13, 2019"," ₹ 3,168.80 ","Dec 13, 2019"," ₹ 3,166.65 "," ₹ 3,182.68 "," ₹ 3,156.51 "," ₹ 3,168.80 ",-,0.01%,0%,26.17,0.80%,,,,,,,,,,,,,,,,,
"Dec 12, 2019"," ₹ 3,168.57 ","Dec 12, 2019"," ₹ 3,141.23 "," ₹ 3,176.28 "," ₹ 3,138.47 "," ₹ 3,168.57 ",-,0.86%,1%,37.81,1.20%,,,,,,,,,,,,,,,,,
"Dec 11, 2019"," ₹ 3,141.63 ","Dec 11, 2019"," ₹ 3,135.75 "," ₹ 3,143.98 "," ₹ 3,133.21 "," ₹ 3,141.63 ",-,0.29%,0%,10.77,0.30%,,,,,,,,,,,,,,,,,
"Dec 10, 2019"," ₹ 3,132.52 ","Dec 10, 2019"," ₹ 3,135.36 "," ₹ 3,142.12 "," ₹ 3,126.09 "," ₹ 3,132.52 ",-,-0.11%,0%,16.03,0.50%,,,,,,,,,,,,,,,,,
"Dec 09, 2019"," ₹ 3,135.96 ","Dec 09, 2019"," ₹ 3,141.86 "," ₹ 3,148.87 "," ₹ 3,135.46 "," ₹ 3,135.96 ",-,-0.32%,0%,13.41,0.40%,,,,,,,,,,,,,,,,,
"Dec 06, 2019"," ₹ 3,145.91 ","Dec 06, 2019"," ₹ 3,134.62 "," ₹ 3,150.60 "," ₹ 3,134.62 "," ₹ 3,145.91 ",-,0.91%,1%,15.98,0.50%,,,,,,,,,,,,,,,,,
"Dec 05, 2019"," ₹ 3,117.43 ","Dec 05, 2019"," ₹ 3,119.21 "," ₹ 3,119.45 "," ₹ 3,103.76 "," ₹ 3,117.43 ",-,0.15%,0%,15.69,0.50%,,,,,,,,,,,,,,,,,
"Dec 04, 2019"," ₹ 3,112.76 ","Dec 04, 2019"," ₹ 3,103.50 "," ₹ 3,119.38 "," ₹ 3,102.53 "," ₹ 3,112.76 ",-,0.63%,1%,16.85,0.50%,,,,,,,,,,,,,,,,,
"Dec 03, 2019"," ₹ 3,093.20 ","Dec 03, 2019"," ₹ 3,087.41 "," ₹ 3,094.97 "," ₹ 3,070.33 "," ₹ 3,093.20 ",-,-0.66%,1%,24.64,0.80%,,,,,,,,,,,,,,,,,
"Dec 02, 2019"," ₹ 3,113.87 ","Dec 02, 2019"," ₹ 3,143.85 "," ₹ 3,144.31 "," ₹ 3,110.78 "," ₹ 3,113.87 ",-,-0.86%,1%,33.53,1.10%,,,,,,,,,,,,,,,,,
"Nov 29, 2019"," ₹ 3,140.98 ","Nov 29, 2019"," ₹ 3,147.18 "," ₹ 3,150.30 "," ₹ 3,139.34 "," ₹ 3,140.98 ",-,-0.40%,0%,10.96,0.30%,,,,,,,,,,,,,,,,,
"Nov 27, 2019"," ₹ 3,153.63 ","Nov 27, 2019"," ₹ 3,145.49 "," ₹ 3,154.26 "," ₹ 3,143.41 "," ₹ 3,153.63 ",-,0.42%,0%,10.85,0.30%,,,,,,,,,,,,,,,,,
"Nov 26, 2019"," ₹ 3,140.52 ","Nov 26, 2019"," ₹ 3,134.85 "," ₹ 3,142.69 "," ₹ 3,131.00 "," ₹ 3,140.52 ",-,0.22%,0%,11.69,0.40%,,,,,,,,,,,,,,,,,
"Nov 25, 2019"," ₹ 3,133.64 ","Nov 25, 2019"," ₹ 3,117.44 "," ₹ 3,133.83 "," ₹ 3,117.44 "," ₹ 3,133.64 ",-,0.75%,1%,16.39,0.50%,,,,,,,,,,,,,,,,,
"Nov 22, 2019"," ₹ 3,110.29 ","Nov 22, 2019"," ₹ 3,111.41 "," ₹ 3,112.87 "," ₹ 3,099.26 "," ₹ 3,110.29 ",-,0.22%,0%,13.61,0.40%,,,,,,,,,,,,,,,,,
"Nov 21, 2019"," ₹ 3,103.54 ","Nov 21, 2019"," ₹ 3,108.49 "," ₹ 3,110.11 "," ₹ 3,094.55 "," ₹ 3,103.54 ",-,-0.16%,0%,15.56,0.50%,,,,,,,,,,,,,,,,,
"Nov 20, 2019"," ₹ 3,108.46 ","Nov 20, 2019"," ₹ 3,114.66 "," ₹ 3,118.97 "," ₹ 3,091.41 "," ₹ 3,108.46 ",-,-0.38%,0%,27.56,0.90%,,,,,,,,,,,,,,,,,
"Nov 19, 2019"," ₹ 3,120.18 ","Nov 19, 2019"," ₹ 3,127.45 "," ₹ 3,127.64 "," ₹ 3,113.47 "," ₹ 3,120.18 ",-,-0.06%,0%,14.17,0.50%,,,,,,,,,,,,,,,,,
"Nov 18, 2019"," ₹ 3,122.03 ","Nov 18, 2019"," ₹ 3,117.91 "," ₹ 3,124.17 "," ₹ 3,112.06 "," ₹ 3,122.03 ",-,0.05%,0%,12.11,0.40%,,,,,,,,,,,,,,,,,
"Nov 15, 2019"," ₹ 3,120.46 ","Nov 15, 2019"," ₹ 3,107.92 "," ₹ 3,120.46 "," ₹ 3,104.60 "," ₹ 3,120.46 ",-,0.77%,1%,15.86,0.50%,,,,,,,,,,,,,,,,,
"Nov 14, 2019"," ₹ 3,096.63 ","Nov 14, 2019"," ₹ 3,090.75 "," ₹ 3,098.20 "," ₹ 3,083.26 "," ₹ 3,096.63 ",-,0.08%,0%,14.94,0.50%,,,,,,,,,,,,,,,,,
"Nov 13, 2019"," ₹ 3,094.04 ","Nov 13, 2019"," ₹ 3,084.18 "," ₹ 3,098.06 "," ₹ 3,078.80 "," ₹ 3,094.04 ",-,0.07%,0%,19.26,0.60%,,,,,,,,,,,,,,,,,
"Nov 12, 2019"," ₹ 3,091.84 ","Nov 12, 2019"," ₹ 3,089.28 "," ₹ 3,102.61 "," ₹ 3,084.73 "," ₹ 3,091.84 ",-,0.16%,0%,17.88,0.60%,,,,,,,,,,,,,,,,,
"Nov 11, 2019"," ₹ 3,087.01 ","Nov 11, 2019"," ₹ 3,080.33 "," ₹ 3,088.33 "," ₹ 3,075.82 "," ₹ 3,087.01 ",-,-0.20%,0%,12.51,0.40%,,,,,,,,,,,,,,,,,
"Nov 08, 2019"," ₹ 3,093.08 ","Nov 08, 2019"," ₹ 3,081.25 "," ₹ 3,093.09 "," ₹ 3,073.58 "," ₹ 3,093.08 ",-,0.26%,0%,19.51,0.60%,,,,,,,,,,,,,,,,,
"Nov 07, 2019"," ₹ 3,085.18 ","Nov 07, 2019"," ₹ 3,087.02 "," ₹ 3,097.77 "," ₹ 3,080.23 "," ₹ 3,085.18 ",-,0.27%,0%,17.54,0.60%,,,,,,,,,,,,,,,,,
"Nov 06, 2019"," ₹ 3,076.78 ","Nov 06, 2019"," ₹ 3,075.10 "," ₹ 3,078.34 "," ₹ 3,065.89 "," ₹ 3,076.78 ",-,0.07%,0%,12.45,0.40%,,,,,,,,,,,,,,,,,
"Nov 05, 2019"," ₹ 3,074.62 ","Nov 05, 2019"," ₹ 3,080.80 "," ₹ 3,083.95 "," ₹ 3,072.15 "," ₹ 3,074.62 ",-,-0.12%,0%,11.8,0.40%,,,,,,,,,,,,,,,,,
"Nov 04, 2019"," ₹ 3,078.27 ","Nov 04, 2019"," ₹ 3,078.96 "," ₹ 3,085.20 "," ₹ 3,074.87 "," ₹ 3,078.27 ",-,0.37%,0%,10.33,0.30%,,,,,,,,,,,,,,,,,
"Nov 01, 2019"," ₹ 3,066.91 ","Nov 01, 2019"," ₹ 3,050.72 "," ₹ 3,066.95 "," ₹ 3,050.72 "," ₹ 3,066.91 ",-,0.97%,1%,16.23,0.50%,,,,,,,,,,,,,,,,,
"Oct 31, 2019"," ₹ 3,037.56 ","Oct 31, 2019"," ₹ 3,046.90 "," ₹ 3,046.90 "," ₹ 3,023.19 "," ₹ 3,037.56 ",-,-0.30%,0%,23.71,0.80%,,,,,,,,,,,,,,,,,
"Oct 30, 2019"," ₹ 3,046.77 ","Oct 30, 2019"," ₹ 3,039.74 "," ₹ 3,050.10 "," ₹ 3,025.96 "," ₹ 3,046.77 ",-,0.33%,0%,24.14,0.80%,,,,,,,,,,,,,,,,,
"Oct 29, 2019"," ₹ 3,036.89 ","Oct 29, 2019"," ₹ 3,035.39 "," ₹ 3,047.87 "," ₹ 3,034.81 "," ₹ 3,036.89 ",-,-0.08%,0%,13.06,0.40%,,,,,,,,,,,,,,,,,
"Oct 28, 2019"," ₹ 3,039.42 ","Oct 28, 2019"," ₹ 3,032.12 "," ₹ 3,044.08 "," ₹ 3,032.12 "," ₹ 3,039.42 ",-,0.56%,1%,11.96,0.40%,,,,,,,,,,,,,,,,,
"Oct 25, 2019"," ₹ 3,022.55 ","Oct 25, 2019"," ₹ 3,003.32 "," ₹ 3,027.39 "," ₹ 3,001.94 "," ₹ 3,022.55 ",-,0.41%,0%,25.45,0.80%,,,,,,,,,,,,,,,,,
"Oct 24, 2019"," ₹ 3,010.29 ","Oct 24, 2019"," ₹ 3,014.78 "," ₹ 3,016.07 "," ₹ 3,000.42 "," ₹ 3,010.29 ",-,0.19%,0%,15.65,0.50%,,,,,,,,,,,,,,,,,
"Oct 23, 2019"," ₹ 3,004.52 ","Oct 23, 2019"," ₹ 2,994.01 "," ₹ 3,004.78 "," ₹ 2,991.21 "," ₹ 3,004.52 ",-,0.28%,0%,13.57,0.50%,,,,,,,,,,,,,,,,,
"Oct 22, 2019"," ₹ 2,995.99 ","Oct 22, 2019"," ₹ 3,010.73 "," ₹ 3,014.57 "," ₹ 2,995.04 "," ₹ 2,995.99 ",-,-0.36%,0%,19.53,0.60%,,,,,,,,,,,,,,,,,
"Oct 21, 2019"," ₹ 3,006.72 ","Oct 21, 2019"," ₹ 2,996.48 "," ₹ 3,007.33 "," ₹ 2,995.35 "," ₹ 3,006.72 ",-,0.69%,1%,11.98,0.40%,,,,,,,,,,,,,,,,,
"Oct 18, 2019"," ₹ 2,986.20 ","Oct 18, 2019"," ₹ 2,996.84 "," ₹ 3,000.00 "," ₹ 2,976.31 "," ₹ 2,986.20 ",-,-0.39%,0%,23.69,0.80%,,,,,,,,,,,,,,,,,
"Oct 17, 2019"," ₹ 2,997.95 ","Oct 17, 2019"," ₹ 3,000.77 "," ₹ 3,008.29 "," ₹ 2,991.79 "," ₹ 2,997.95 ",-,0.28%,0%,16.5,0.50%,,,,,,,,,,,,,,,,,
"Oct 16, 2019"," ₹ 2,989.69 ","Oct 16, 2019"," ₹ 2,989.68 "," ₹ 2,997.54 "," ₹ 2,985.20 "," ₹ 2,989.69 ",-,-0.20%,0%,12.34,0.40%,,,,,,,,,,,,,,,,,
"Oct 15, 2019"," ₹ 2,995.68 ","Oct 15, 2019"," ₹ 2,973.61 "," ₹ 3,003.28 "," ₹ 2,973.61 "," ₹ 2,995.68 ",-,1.00%,1%,29.67,1.00%,,,,,,,,,,,,,,,,,
"Oct 14, 2019"," ₹ 2,966.15 ","Oct 14, 2019"," ₹ 2,965.81 "," ₹ 2,972.84 "," ₹ 2,962.94 "," ₹ 2,966.15 ",-,-0.14%,0%,9.9,0.30%,,,,,,,,,,,,,,,,,
"Oct 11, 2019"," ₹ 2,970.27 ","Oct 11, 2019"," ₹ 2,963.07 "," ₹ 2,993.28 "," ₹ 2,963.07 "," ₹ 2,970.27 ",-,1.09%,1%,30.21,1.00%,,,,,,,,,,,,,,,,,
"Oct 10, 2019"," ₹ 2,938.13 ","Oct 10, 2019"," ₹ 2,918.55 "," ₹ 2,948.46 "," ₹ 2,917.12 "," ₹ 2,938.13 ",-,0.64%,1%,31.34,1.10%,,,,,,,,,,,,,,,,,
"Oct 09, 2019"," ₹ 2,919.40 ","Oct 09, 2019"," ₹ 2,911.10 "," ₹ 2,929.32 "," ₹ 2,907.41 "," ₹ 2,919.40 ",-,0.91%,1%,21.91,0.80%,,,,,,,,,,,,,,,,,
"Oct 08, 2019"," ₹ 2,893.06 ","Oct 08, 2019"," ₹ 2,920.40 "," ₹ 2,925.47 "," ₹ 2,892.66 "," ₹ 2,893.06 ",-,-1.56%,2%,32.81,1.10%,,,,,,,,,,,,,,,,,
"Oct 07, 2019"," ₹ 2,938.79 ","Oct 07, 2019"," ₹ 2,944.23 "," ₹ 2,959.75 "," ₹ 2,935.68 "," ₹ 2,938.79 ",-,-0.45%,0%,24.07,0.80%,,,,,,,,,,,,,,,,,
"Oct 04, 2019"," ₹ 2,952.01 ","Oct 04, 2019"," ₹ 2,918.56 "," ₹ 2,953.74 "," ₹ 2,918.56 "," ₹ 2,952.01 ",-,1.42%,1%,35.18,1.20%,,,,,,,,,,,,,,,,,
"Oct 03, 2019"," ₹ 2,910.63 ","Oct 03, 2019"," ₹ 2,885.38 "," ₹ 2,911.13 "," ₹ 2,855.94 "," ₹ 2,910.63 ",-,0.80%,1%,55.19,1.90%,,,,,,,,,,,,,,,,,
"Oct 02, 2019"," ₹ 2,887.61 ","Oct 02, 2019"," ₹ 2,924.78 "," ₹ 2,924.78 "," ₹ 2,874.93 "," ₹ 2,887.61 ",-,-1.79%,2%,49.85,1.70%,,,,,,,,,,,,,,,,,
"Oct 01, 2019"," ₹ 2,940.25 ","Oct 01, 2019"," ₹ 2,983.69 "," ₹ 2,992.53 "," ₹ 2,938.70 "," ₹ 2,940.25 ",-,-1.23%,1%,53.83,1.80%,,,,,,,,,,,,,,,,,
"Sep 30, 2019"," ₹ 2,976.74 ","Sep 30, 2019"," ₹ 2,967.07 "," ₹ 2,983.85 "," ₹ 2,967.07 "," ₹ 2,976.74 ",-,0.50%,1%,16.78,0.60%,,,,,,,,,,,,,,,,,
"Sep 27, 2019"," ₹ 2,961.79 ","Sep 27, 2019"," ₹ 2,985.47 "," ₹ 2,987.31 "," ₹ 2,945.53 "," ₹ 2,961.79 ",-,-0.53%,1%,41.78,1.40%,,,,,,,,,,,,,,,,,
"Sep 26, 2019"," ₹ 2,977.62 ","Sep 26, 2019"," ₹ 2,985.73 "," ₹ 2,987.28 "," ₹ 2,963.71 "," ₹ 2,977.62 ",-,-0.24%,0%,23.57,0.80%,,,,,,,,,,,,,,,,,
"Sep 25, 2019"," ₹ 2,984.87 ","Sep 25, 2019"," ₹ 2,968.35 "," ₹ 2,989.82 "," ₹ 2,952.86 "," ₹ 2,984.87 ",-,0.62%,1%,36.96,1.20%,,,,,,,,,,,,,,,,,
"Sep 24, 2019"," ₹ 2,966.60 ","Sep 24, 2019"," ₹ 3,002.43 "," ₹ 3,007.98 "," ₹ 2,957.73 "," ₹ 2,966.60 ",-,-0.84%,1%,50.25,1.70%,,,,,,,,,,,,,,,,,
"Sep 23, 2019"," ₹ 2,991.78 ","Sep 23, 2019"," ₹ 2,983.50 "," ₹ 2,999.15 "," ₹ 2,982.23 "," ₹ 2,991.78 ",-,-0.01%,0%,16.92,0.60%,,,,,,,,,,,,,,,,,
"Sep 20, 2019"," ₹ 2,992.07 ","Sep 20, 2019"," ₹ 3,008.42 "," ₹ 3,016.37 "," ₹ 2,984.68 "," ₹ 2,992.07 ",-,-0.49%,0%,31.69,1.10%,,,,,,,,,,,,,,,,,
"Sep 19, 2019"," ₹ 3,006.79 ","Sep 19, 2019"," ₹ 3,010.36 "," ₹ 3,021.99 "," ₹ 3,003.16 "," ₹ 3,006.79 ",-,0.00%,0%,18.83,0.60%,,,,,,,,,,,,,,,,,
"Sep 18, 2019"," ₹ 3,006.73 ","Sep 18, 2019"," ₹ 3,001.50 "," ₹ 3,007.83 "," ₹ 2,978.57 "," ₹ 3,006.73 ",-,0.03%,0%,29.26,1.00%,,,,,,,,,,,,,,,,,
"Sep 17, 2019"," ₹ 3,005.70 ","Sep 17, 2019"," ₹ 2,995.67 "," ₹ 3,006.21 "," ₹ 2,993.73 "," ₹ 3,005.70 ",-,0.26%,0%,12.48,0.40%,,,,,,,,,,,,,,,,,
"Sep 16, 2019"," ₹ 2,997.96 ","Sep 16, 2019"," ₹ 2,996.41 "," ₹ 3,002.19 "," ₹ 2,990.67 "," ₹ 2,997.96 ",-,-0.31%,0%,11.52,0.40%,,,,,,,,,,,,,,,,,
"Sep 13, 2019"," ₹ 3,007.39 ","Sep 13, 2019"," ₹ 3,012.21 "," ₹ 3,017.33 "," ₹ 3,002.90 "," ₹ 3,007.39 ",-,-0.07%,0%,14.43,0.50%,,,,,,,,,,,,,,,,,
"Sep 12, 2019"," ₹ 3,009.57 ","Sep 12, 2019"," ₹ 3,009.08 "," ₹ 3,020.74 "," ₹ 3,000.92 "," ₹ 3,009.57 ",-,0.29%,0%,19.82,0.70%,,,,,,,,,,,,,,,,,
"Sep 11, 2019"," ₹ 3,000.93 ","Sep 11, 2019"," ₹ 2,981.41 "," ₹ 3,000.93 "," ₹ 2,975.31 "," ₹ 3,000.93 ",-,0.72%,1%,25.62,0.90%,,,,,,,,,,,,,,,,,
"Sep 10, 2019"," ₹ 2,979.39 ","Sep 10, 2019"," ₹ 2,971.01 "," ₹ 2,979.39 "," ₹ 2,957.01 "," ₹ 2,979.39 ",-,0.03%,0%,22.38,0.80%,,,,,,,,,,,,,,,,,
"Sep 09, 2019"," ₹ 2,978.43 ","Sep 09, 2019"," ₹ 2,988.43 "," ₹ 2,989.43 "," ₹ 2,969.39 "," ₹ 2,978.43 ",-,-0.01%,0%,20.04,0.70%,,,,,,,,,,,,,,,,,
"Sep 06, 2019"," ₹ 2,978.71 ","Sep 06, 2019"," ₹ 2,980.33 "," ₹ 2,985.03 "," ₹ 2,972.51 "," ₹ 2,978.71 ",-,0.09%,0%,12.52,0.40%,,,,,,,,,,,,,,,,,
"Sep 05, 2019"," ₹ 2,976.00 ","Sep 05, 2019"," ₹ 2,960.60 "," ₹ 2,985.86 "," ₹ 2,960.60 "," ₹ 2,976.00 ",-,1.30%,1%,25.26,0.90%,,,,,,,,,,,,,,,,,
"Sep 04, 2019"," ₹ 2,937.78 ","Sep 04, 2019"," ₹ 2,924.67 "," ₹ 2,938.84 "," ₹ 2,921.86 "," ₹ 2,937.78 ",-,1.08%,1%,16.98,0.60%,,,,,,,,,,,,,,,,,
